"index","listid","sellerid","eventid","dateid","numtickets","priceperticket","totalprice","listtime"
"3023","58451","37421","6334","1830","1","284","284","2008-01-04T04:22:57.000"
"3024","61174","29648","1054","1830","2","309","618","2008-01-04T02:07:36.000"
"3025","59200","41246","5448","1830","12","356","4272","2008-01-04T09:59:55.000"
"3026","63630","2912","1645","1830","9","237","2133","2008-01-04T12:04:10.000"
"3027","59672","43500","3862","1830","8","217","1736","2008-01-04T04:05:35.000"
"3028","63872","3292","955","1830","6","354","2124","2008-01-04T05:18:39.000"
"3029","61634","18798","581","1830","3","67","201","2008-01-04T12:47:32.000"
"3030","63930","13022","4776","1830","4","115","460","2008-01-04T03:46:50.000"
"3031","65128","45783","7430","1830","8","464","3712","2008-01-04T05:51:05.000"
"3032","65380","38898","4155","1830","2","257","514","2008-01-04T01:55:51.000"
"3033","66438","30294","2563","1830","18","484","8712","2008-01-04T11:51:30.000"
"3034","66990","43747","4287","1830","7","223","1561","2008-01-04T03:45:48.000"
"3035","73839","19572","7116","1830","7","303","2121","2008-01-04T04:30:57.000"
"3036","68888","22968","8268","1830","2","269","538","2008-01-04T08:15:10.000"
"3037","77058","176","7592","1830","9","20","180","2008-01-04T01:47:55.000"
"3038","69433","1356","7060","1830","20","288","5760","2008-01-04T02:10:56.000"
"3039","78051","14638","5028","1830","6","340","2040","2008-01-04T10:01:38.000"
"3040","72792","13706","5544","1830","14","418","5852","2008-01-04T07:38:54.000"
"3041","78835","28594","115","1830","1","196","196","2008-01-04T05:06:33.000"
"3042","74311","21445","1539","1830","24","177","4248","2008-01-04T09:48:54.000"
"3043","84996","46511","6561","1830","7","426","2982","2008-01-04T11:37:01.000"
"3044","74867","3097","1428","1830","5","73","365","2008-01-04T05:33:34.000"
"3045","86942","30558","351","1830","14","23","322","2008-01-04T03:42:16.000"
"3046","75609","44661","3111","1830","4","130","520","2008-01-04T10:51:55.000"
"3047","92840","43491","7629","1830","20","311","6220","2008-01-04T05:55:43.000"
"3048","78516","8580","7839","1830","1","331","331","2008-01-04T07:54:01.000"
"3049","94971","30799","2071","1830","10","111","1110","2008-01-04T01:11:28.000"
"3050","79817","4594","7064","1830","12","244","2928","2008-01-04T05:11:12.000"
"3051","95532","8842","838","1830","22","248","5456","2008-01-04T08:37:13.000"
"3052","85454","31051","4564","1830","8","277","2216","2008-01-04T04:38:06.000"
"3053","97678","17033","7098","1830","8","383","3064","2008-01-04T01:43:04.000"
"3054","87831","15800","1071","1830","20","412","8240","2008-01-04T12:45:04.000"
"3055","106396","44014","6561","1830","9","124","1116","2008-01-04T04:08:15.000"
"3056","88857","28208","115","1830","18","146","2628","2008-01-04T01:32:35.000"
"3057","107996","46895","6889","1830","8","38","304","2008-01-04T02:58:31.000"
"3058","89206","15579","8618","1830","12","335","4020","2008-01-04T05:32:10.000"
"3059","108485","3377","604","1830","22","360","7920","2008-01-04T06:07:45.000"
"3060","90349","20041","8115","1830","3","474","1422","2008-01-04T01:48:47.000"
"3061","109377","23343","4358","1830","14","177","2478","2008-01-04T06:18:30.000"
"3062","92113","8332","2347","1830","7","36","252","2008-01-04T03:55:13.000"
"3063","110075","145","3812","1830","22","457","10054","2008-01-04T01:18:14.000"
"3064","94131","38191","5896","1830","3","330","990","2008-01-04T02:35:19.000"
"3065","110958","40882","8021","1830","9","154","1386","2008-01-04T07:58:43.000"
"3066","97664","36496","2933","1830","3","196","588","2008-01-04T08:32:31.000"
"3067","111689","42104","8278","1830","10","140","1400","2008-01-04T10:30:49.000"
"3068","97744","2366","8541","1830","2","311","622","2008-01-04T07:45:25.000"
"3069","113959","17331","7672","1830","5","315","1575","2008-01-04T09:15:09.000"
"3070","98131","48833","7997","1830","12","121","1452","2008-01-04T09:49:38.000"
"3071","115883","49820","5479","1830","3","314","942","2008-01-04T01:57:54.000"
"3072","107952","11379","1346","1830","6","337","2022","2008-01-04T12:13:39.000"
"3073","123096","46336","4100","1830","2","189","378","2008-01-04T02:40:34.000"
"3074","108023","36648","3662","1830","1","64","64","2008-01-04T07:54:17.000"
"3075","125859","25576","8197","1830","5","454","2270","2008-01-04T09:15:35.000"
"3076","108536","49392","6746","1830","1","365","365","2008-01-04T08:58:41.000"
"3077","127110","4448","2472","1830","6","392","2352","2008-01-04T09:16:55.000"
"3078","109189","19991","4654","1830","4","91","364","2008-01-04T07:16:10.000"
"3079","127361","12365","7002","1830","4","396","1584","2008-01-04T09:58:57.000"
"3080","110476","28718","117","1830","10","58","580","2008-01-04T09:22:29.000"
"3081","128379","22203","5593","1830","24","133","3192","2008-01-04T04:23:07.000"
"3082","112507","28027","7074","1830","10","421","4210","2008-01-04T03:21:08.000"
"3083","135487","10193","3111","1830","1","94","94","2008-01-04T04:41:51.000"
"3084","113849","29495","6364","1830","14","496","6944","2008-01-04T09:28:17.000"
"3085","135953","204","5913","1830","9","23","207","2008-01-04T11:42:02.000"
"3086","113917","5625","8509","1830","16","460","7360","2008-01-04T12:01:33.000"
"3087","137997","27937","2314","1830","24","130","3120","2008-01-04T01:16:54.000"
"3088","116320","41493","509","1830","22","491","10802","2008-01-04T06:03:36.000"
"3089","139080","23262","7596","1830","2","102","204","2008-01-04T10:03:00.000"
"3090","116626","4354","5644","1830","5","342","1710","2008-01-04T07:10:56.000"
"3091","140404","13136","6151","1830","1","44","44","2008-01-04T01:47:51.000"
"3092","117828","25508","4577","1830","7","139","973","2008-01-04T06:11:04.000"
"3093","151644","31442","6721","1830","16","222","3552","2008-01-04T06:23:16.000"
"3094","121656","17033","8791","1830","8","319","2552","2008-01-04T08:36:20.000"
"3095","155670","12687","4113","1830","5","317","1585","2008-01-04T02:33:57.000"
"3096","121887","734","2060","1830","8","303","2424","2008-01-04T06:48:53.000"
"3097","159589","16198","5662","1830","2","214","428","2008-01-04T10:37:07.000"
"3098","123529","33319","7903","1830","16","333","5328","2008-01-04T04:14:46.000"
"3099","160832","35225","5355","1830","8","149","1192","2008-01-04T10:02:40.000"
"3100","125131","26303","4706","1830","1","427","427","2008-01-04T08:05:40.000"
"3101","165905","34853","3117","1830","24","394","9456","2008-01-04T11:11:11.000"
"3102","126378","10628","5573","1830","7","218","1526","2008-01-04T05:09:55.000"
"3103","166514","34919","8793","1830","9","238","2142","2008-01-04T11:04:50.000"
"3104","126789","45183","8788","1830","9","410","3690","2008-01-04T03:23:42.000"
"3105","167671","41173","7592","1830","22","150","3300","2008-01-04T05:44:48.000"
"3106","127101","24622","6781","1830","22","80","1760","2008-01-04T12:35:34.000"
"3107","169650","20030","1913","1830","2","53","106","2008-01-04T10:04:36.000"
"3108","128887","3878","2376","1830","24","372","8928","2008-01-04T09:11:26.000"
"3109","174298","4225","3195","1830","14","226","3164","2008-01-04T08:41:27.000"
"3110","129289","12423","6320","1830","1","205","205","2008-01-04T01:32:20.000"
"3111","174507","26104","2606","1830","4","351","1404","2008-01-04T01:21:34.000"
"3112","131600","17875","8141","1830","5","52","260","2008-01-04T11:41:00.000"
"3113","176010","6127","4849","1830","24","196","4704","2008-01-04T05:44:22.000"
"3114","131751","31126","2692","1830","8","391","3128","2008-01-04T11:20:30.000"
"3115","177580","19362","4887","1830","16","393","6288","2008-01-04T01:26:56.000"
"3116","133276","7792","1102","1830","6","465","2790","2008-01-04T12:01:59.000"
"3117","179031","41685","5696","1830","1","80","80","2008-01-04T10:47:23.000"
"3118","134301","18467","7187","1830","7","327","2289","2008-01-04T06:24:32.000"
"3119","180703","36701","5071","1830","6","263","1578","2008-01-04T10:44:52.000"
"3120","136164","31140","8662","1830","18","83","1494","2008-01-04T09:54:02.000"
"3121","180844","14679","7543","1830","6","457","2742","2008-01-04T09:15:10.000"
"3122","144681","4022","81","1830","20","467","9340","2008-01-04T10:05:11.000"
"3123","207887","106","397","1830","1","2151","2151","2008-01-04T03:46:17.000"
"3124","145269","42371","2572","1830","2","299","598","2008-01-04T08:28:11.000"
"3125","213201","46172","1071","1830","5","795","3975","2008-01-04T03:58:46.000"
"3126","145374","9333","4617","1830","10","77","770","2008-01-04T08:27:28.000"
"3127","213478","13417","3772","1830","2","1273","2546","2008-01-04T09:26:23.000"
"3128","146637","34009","4836","1830","3","105","315","2008-01-04T08:22:45.000"
"3129","213632","4593","3793","1830","4","2255","9020","2008-01-04T09:34:19.000"
"3130","147664","37357","433","1830","2","383","766","2008-01-04T03:51:48.000"
"3131","216059","38937","7028","1830","6","1782","10692","2008-01-04T12:18:19.000"
"3132","152711","37438","4518","1830","4","357","1428","2008-01-04T10:32:29.000"
"3133","216233","44430","4258","1830","2","614","1228","2008-01-04T09:20:03.000"
"3134","153099","18589","5739","1830","8","275","2200","2008-01-04T06:11:06.000"
"3135","219995","14420","6588","1830","6","2344","14064","2008-01-04T01:16:39.000"
"3136","153496","49566","3351","1830","6","157","942","2008-01-04T11:56:23.000"
"3137","226496","1802","181","1830","8","1684","13472","2008-01-04T08:25:07.000"
"3138","154171","40936","3772","1830","7","396","2772","2008-01-04T08:33:04.000"
"3139","226892","212","5527","1830","6","502","3012","2008-01-04T11:59:12.000"
"3140","154829","946","3430","1830","1","354","354","2008-01-04T05:21:00.000"
"3141","228031","45408","8769","1830","2","2129","4258","2008-01-04T02:11:06.000"
"3142","162746","14617","181","1830","20","348","6960","2008-01-04T06:26:23.000"
"3143","229665","8189","7994","1830","3","1336","4008","2008-01-04T02:41:58.000"
"3144","165607","25254","7483","1830","5","459","2295","2008-01-04T09:59:09.000"
"3145","234004","8388","6269","1830","8","1934","15472","2008-01-04T02:41:38.000"
"3146","169223","891","3871","1830","9","176","1584","2008-01-04T08:57:17.000"
"3147","2317","18240","4808","1830","28","248","6944","2008-01-04T10:34:52.000"
"3148","170592","34582","4731","1830","18","55","990","2008-01-04T04:55:50.000"
"3149","5960","8462","2834","1830","16","67","1072","2008-01-04T12:34:12.000"
"3150","173358","3890","3772","1830","24","342","8208","2008-01-04T01:22:57.000"
"3151","6444","9742","2474","1830","3","207","621","2008-01-04T03:41:38.000"
"3152","173516","49626","1209","1830","4","28","112","2008-01-04T06:48:45.000"
"3153","9669","38605","999","1830","22","227","4994","2008-01-04T11:29:28.000"
"3154","174320","11747","7002","1830","22","165","3630","2008-01-04T02:46:45.000"
"3155","9891","3171","8479","1830","3","163","489","2008-01-04T05:17:00.000"
"3156","180108","24959","3187","1830","12","260","3120","2008-01-04T06:35:29.000"
"3157","10549","10104","6441","1830","7","28","196","2008-01-04T03:24:22.000"
"3158","180267","37932","5573","1830","4","473","1892","2008-01-04T09:52:03.000"
"3159","11158","14532","750","1830","2","76","152","2008-01-04T01:31:08.000"
"3160","205094","13205","7094","1830","6","1169","7014","2008-01-04T09:53:00.000"
"3161","12260","5055","636","1830","8","238","1904","2008-01-04T02:50:57.000"
"3162","211806","18386","3587","1830","5","1030","5150","2008-01-04T03:52:34.000"
"3163","13163","2692","1808","1830","6","65","390","2008-01-04T11:11:48.000"
"3164","212671","40703","7443","1830","8","1770","14160","2008-01-04T12:00:46.000"
"3165","13876","30138","25","1830","10","198","1980","2008-01-04T02:04:16.000"
"3166","216981","23200","2328","1830","4","2340","9360","2008-01-04T12:59:50.000"
"3167","15386","48937","5479","1830","20","169","3380","2008-01-04T10:10:55.000"
"3168","217691","816","6032","1830","8","2226","17808","2008-01-04T10:34:48.000"
"3169","16072","42265","3512","1830","28","198","5544","2008-01-04T05:54:44.000"
"3170","217832","45672","804","1830","4","1103","4412","2008-01-04T12:36:36.000"
"3171","18405","16420","4316","1830","2","81","162","2008-01-04T07:39:55.000"
"3172","218582","3340","7095","1830","3","1165","3495","2008-01-04T10:35:44.000"
"3173","19083","21231","2092","1830","2","104","208","2008-01-04T06:56:13.000"
"3174","220044","49","8115","1830","3","2343","7029","2008-01-04T08:05:04.000"
"3175","19717","36708","2202","1830","12","250","3000","2008-01-04T08:44:57.000"
"3176","220803","30811","3468","1830","4","1981","7924","2008-01-04T06:12:23.000"
"3177","19857","42567","5653","1830","8","217","1736","2008-01-04T05:04:00.000"
"3178","222363","22215","6405","1830","8","2159","17272","2008-01-04T12:49:17.000"
"3179","26553","29708","4617","1830","8","56","448","2008-01-04T08:50:34.000"
"3180","222898","4234","3044","1830","3","1648","4944","2008-01-04T12:14:47.000"
"3181","28560","26136","5243","1830","24","137","3288","2008-01-04T04:59:42.000"
"3182","225533","23072","159","1830","3","380","1140","2008-01-04T02:30:06.000"
"3183","37539","26517","6152","1830","1","81","81","2008-01-04T01:23:45.000"
"3184","227575","14602","3973","1830","1","1496","1496","2008-01-04T12:38:22.000"
"3185","40398","29457","2388","1830","14","109","1526","2008-01-04T04:37:37.000"
"3186","230487","7885","6753","1830","8","933","7464","2008-01-04T06:55:10.000"
"3187","40823","2162","5497","1830","4","331","1324","2008-01-04T03:40:54.000"
"3188","230853","14519","4353","1830","2","428","856","2008-01-04T06:18:12.000"
"3189","44339","19046","6807","1830","9","31","279","2008-01-04T11:09:41.000"
"3190","231249","14148","6609","1830","8","1054","8432","2008-01-04T07:44:40.000"
"3191","52905","12987","287","1830","24","210","5040","2008-01-04T08:48:31.000"
"3192","234252","2747","2063","1830","4","1830","7320","2008-01-04T03:18:11.000"
"3193","55866","36672","3388","1830","6","299","1794","2008-01-04T10:16:32.000"
"3194","235422","27326","8268","1830","6","1693","10158","2008-01-04T10:50:51.000"
"3195","55871","38348","3919","1830","16","145","2320","2008-01-04T02:25:16.000"
"3196","61119","12638","942","1830","16","327","5232","2008-01-04T08:22:12.000"
"3197","62410","10874","81","1830","7","419","2933","2008-01-04T05:27:43.000"
"3198","62664","21728","5068","1830","3","61","183","2008-01-04T05:26:10.000"
"3199","63436","26924","8098","1830","20","272","5440","2008-01-04T06:56:59.000"
"3200","64820","22825","2274","1830","14","285","3990","2008-01-04T09:38:53.000"
"3201","65254","14500","5347","1830","4","90","360","2008-01-04T02:50:02.000"
"3202","74504","43952","754","1830","16","293","4688","2008-01-04T11:39:39.000"
"3203","78199","2568","6868","1830","16","446","7136","2008-01-04T10:53:04.000"
"3204","80241","36994","2029","1830","24","203","4872","2008-01-04T09:08:30.000"
"3205","87929","32360","6910","1830","3","291","873","2008-01-04T09:15:30.000"
"3206","88637","24363","2157","1830","20","43","860","2008-01-04T10:05:19.000"
"3207","92871","19047","2676","1830","2","418","836","2008-01-04T03:24:21.000"
"3208","93098","19706","783","1830","9","284","2556","2008-01-04T05:34:23.000"
"3209","93881","6896","3293","1830","20","186","3720","2008-01-04T01:02:23.000"
"3210","94538","43756","202","1830","3","57","171","2008-01-04T09:59:37.000"
"3211","96763","11593","3016","1830","24","204","4896","2008-01-04T05:21:47.000"
"3212","97152","1185","1632","1830","14","45","630","2008-01-04T02:32:18.000"
"3213","98258","17921","2171","1830","12","367","4404","2008-01-04T07:07:12.000"
"3214","100442","9301","1879","1830","4","395","1580","2008-01-04T11:25:21.000"
"3215","101554","43761","2109","1830","20","268","5360","2008-01-04T07:12:06.000"
"3216","101798","20742","3960","1830","16","108","1728","2008-01-04T04:44:42.000"
"3217","103137","32445","3730","1830","14","181","2534","2008-01-04T05:36:30.000"
"3218","104774","22760","151","1830","1","429","429","2008-01-04T07:56:07.000"
"3219","105298","45545","5331","1830","5","290","1450","2008-01-04T10:40:04.000"
"3220","108134","44809","1612","1830","9","463","4167","2008-01-04T11:17:49.000"
"3221","109252","37152","8298","1830","20","402","8040","2008-01-04T08:27:47.000"
"3222","110308","2912","5302","1830","9","157","1413","2008-01-04T08:11:38.000"
"3223","112686","1595","1038","1830","2","362","724","2008-01-04T06:22:36.000"
"3224","113589","46831","5169","1830","2","410","820","2008-01-04T08:42:43.000"
"3225","118005","32941","287","1830","24","467","11208","2008-01-04T10:34:32.000"
"3226","121716","44939","2037","1830","24","366","8784","2008-01-04T08:35:49.000"
"3227","122873","945","4124","1830","22","225","4950","2008-01-04T06:07:41.000"
"3228","123182","39848","8111","1830","16","95","1520","2008-01-04T11:42:35.000"
"3229","124286","30524","3380","1830","3","357","1071","2008-01-04T03:21:28.000"
"3230","131761","11824","363","1830","24","245","5880","2008-01-04T05:43:29.000"
"3231","138798","9527","8650","1830","22","416","9152","2008-01-04T06:41:42.000"
"3232","139398","12693","697","1830","16","361","5776","2008-01-04T01:26:47.000"
"3233","140879","22240","2698","1830","5","142","710","2008-01-04T01:44:46.000"
"3234","144399","23729","2205","1830","16","172","2752","2008-01-04T06:13:23.000"
"3235","146583","27164","3974","1830","12","193","2316","2008-01-04T06:06:12.000"
"3236","152968","39383","8345","1830","22","317","6974","2008-01-04T03:03:59.000"
"3237","156003","1926","2012","1830","10","350","3500","2008-01-04T11:21:42.000"
"3238","158195","16702","2919","1830","24","127","3048","2008-01-04T12:57:18.000"
"3239","167899","2048","5662","1830","7","76","532","2008-01-04T04:00:19.000"
"3240","168750","16643","4335","1830","3","321","963","2008-01-04T04:29:38.000"
"3241","174852","48451","2668","1830","5","440","2200","2008-01-04T01:59:48.000"
"3242","176337","33836","754","1830","16","23","368","2008-01-04T08:06:54.000"
"3243","207750","3443","5456","1830","2","698","1396","2008-01-04T05:06:13.000"
"3244","209160","10238","3620","1830","4","1163","4652","2008-01-04T03:42:19.000"
"3245","209687","17848","8673","1830","8","733","5864","2008-01-04T02:56:20.000"
"3246","216854","37068","8232","1830","3","1902","5706","2008-01-04T08:22:39.000"
"3247","221546","15220","4113","1830","7","1387","9709","2008-01-04T02:11:16.000"
"3248","223710","11274","3793","1830","6","1540","9240","2008-01-04T11:38:46.000"
"3249","224937","28430","4192","1830","3","442","1326","2008-01-04T09:43:08.000"
"3250","225890","12515","2192","1830","2","1339","2678","2008-01-04T05:20:37.000"
"3251","227228","49519","5514","1830","6","862","5172","2008-01-04T09:59:27.000"
"3252","228181","36218","3380","1830","3","953","2859","2008-01-04T07:44:28.000"
"3253","234273","39038","1989","1830","3","476","1428","2008-01-04T10:08:18.000"
"3254","234522","26239","363","1830","1","2094","2094","2008-01-04T04:13:19.000"
"3255","234847","33805","3339","1830","7","1982","13874","2008-01-04T09:22:09.000"
"3256","3470","3558","7039","1831","30","122","3660","2008-01-05T09:36:05.000"
"3257","2972","9443","136","1831","14","58","812","2008-01-05T09:44:10.000"
"3258","3542","47611","1221","1831","9","234","2106","2008-01-05T07:26:16.000"
"3259","4435","3670","3494","1831","16","249","3984","2008-01-05T09:58:48.000"
"3260","5255","45021","415","1831","2","107","214","2008-01-05T07:40:30.000"
"3261","6297","15594","3974","1831","26","227","5902","2008-01-05T08:19:00.000"
"3262","9499","36196","7703","1831","7","234","1638","2008-01-05T04:53:07.000"
"3263","14086","5021","2781","1831","12","192","2304","2008-01-05T02:36:02.000"
"3264","15748","10027","184","1831","16","232","3712","2008-01-05T08:12:00.000"
"3265","14092","38762","571","1831","10","82","820","2008-01-05T09:05:11.000"
"3266","17438","14480","977","1831","1","76","76","2008-01-05T07:38:37.000"
"3267","20354","32958","8490","1831","9","36","324","2008-01-05T06:27:28.000"
"3268","17449","681","2067","1831","4","130","520","2008-01-05T05:36:29.000"
"3269","21439","48346","6686","1831","3","180","540","2008-01-05T10:14:19.000"
"3270","19844","30903","5259","1831","4","248","992","2008-01-05T09:57:51.000"
"3271","21969","26900","1014","1831","12","192","2304","2008-01-05T03:52:20.000"
"3272","21108","43123","4139","1831","3","42","126","2008-01-05T12:37:31.000"
"3273","22827","9441","398","1831","5","160","800","2008-01-05T06:41:12.000"
"3274","21110","1099","6163","1831","24","250","6000","2008-01-05T03:14:09.000"
"3275","25003","45012","5309","1831","12","89","1068","2008-01-05T11:57:37.000"
"3276","22131","30270","5347","1831","30","88","2640","2008-01-05T07:45:42.000"
"3277","26841","4347","920","1831","18","54","972","2008-01-05T08:06:16.000"
"3278","23828","7648","1670","1831","22","93","2046","2008-01-05T09:13:19.000"
"3279","29212","30131","4894","1831","24","233","5592","2008-01-05T08:09:11.000"
"3280","24888","43800","7462","1831","16","172","2752","2008-01-05T02:34:45.000"
"3281","29965","33171","4766","1831","16","66","1056","2008-01-05T11:32:05.000"
"3282","24936","15845","4837","1831","20","70","1400","2008-01-05T11:55:05.000"
"3283","31378","40693","5067","1831","5","58","290","2008-01-05T02:22:11.000"
"3284","27476","42417","2071","1831","7","33","231","2008-01-05T02:18:47.000"
"3285","33843","48139","7430","1831","5","52","260","2008-01-05T06:51:22.000"
"3286","30536","17041","2742","1831","3","116","348","2008-01-05T10:18:46.000"
"3287","40108","10535","3753","1831","1","320","320","2008-01-05T03:35:26.000"
"3288","31358","17073","5869","1831","7","89","623","2008-01-05T03:42:11.000"
"3289","40308","4360","5814","1831","8","174","1392","2008-01-05T12:15:52.000"
"3290","31791","9208","730","1831","16","31","496","2008-01-05T01:28:05.000"
"3291","43002","13681","6716","1831","12","164","1968","2008-01-05T10:12:26.000"
"3292","35720","47053","6648","1831","1","165","165","2008-01-05T06:48:43.000"
"3293","43309","2458","5379","1831","18","337","6066","2008-01-05T12:11:35.000"
"3294","36563","2262","1243","1831","20","176","3520","2008-01-05T08:43:57.000"
"3295","44116","16292","460","1831","20","212","4240","2008-01-05T03:49:23.000"
"3296","38112","48930","2106","1831","4","286","1144","2008-01-05T10:57:01.000"
"3297","45574","13005","433","1831","1","305","305","2008-01-05T01:33:06.000"
"3298","39798","4454","267","1831","1","296","296","2008-01-05T12:24:52.000"
"3299","45587","19200","2875","1831","7","146","1022","2008-01-05T10:56:51.000"
"3300","41705","37961","3234","1831","3","33","99","2008-01-05T08:04:22.000"
"3301","51227","31870","2596","1831","1","102","102","2008-01-05T07:49:36.000"
"3302","43049","33290","1274","1831","22","48","1056","2008-01-05T09:53:25.000"
"3303","55780","301","913","1831","14","319","4466","2008-01-05T12:17:18.000"
"3304","43113","45235","8596","1831","1","34","34","2008-01-05T06:45:27.000"
"3305","56805","17983","17","1831","2","197","394","2008-01-05T05:19:04.000"
"3306","43778","34979","1331","1831","16","295","4720","2008-01-05T09:50:43.000"
"3307","57518","1319","3874","1831","16","228","3648","2008-01-05T07:35:57.000"
"3308","46436","44443","3974","1831","20","211","4220","2008-01-05T08:31:16.000"
"3309","59296","10151","6756","1831","14","259","3626","2008-01-05T08:10:56.000"
"3310","49034","29462","351","1831","12","228","2736","2008-01-05T04:34:43.000"
"3311","59485","40423","6286","1831","24","369","8856","2008-01-05T06:36:22.000"
"3312","49166","37608","2846","1831","14","125","1750","2008-01-05T03:30:05.000"
"3313","60165","35312","5392","1831","4","68","272","2008-01-05T02:31:47.000"
"3314","55542","34871","563","1831","7","231","1617","2008-01-05T07:47:14.000"
"3315","62477","19461","2698","1831","4","358","1432","2008-01-05T11:19:48.000"
"3316","67082","19515","6627","1831","14","102","1428","2008-01-05T02:07:53.000"
"3317","65469","20794","8345","1831","12","144","1728","2008-01-05T08:10:43.000"
"3318","70442","43116","907","1831","1","370","370","2008-01-05T09:09:42.000"
"3319","66940","32620","1469","1831","22","169","3718","2008-01-05T05:05:36.000"
"3320","71155","11047","4730","1831","18","265","4770","2008-01-05T05:31:06.000"
"3321","67672","22893","654","1831","5","113","565","2008-01-05T05:13:15.000"
"3322","79015","4178","4650","1831","22","473","10406","2008-01-05T06:49:26.000"
"3323","71220","15634","3792","1831","7","403","2821","2008-01-05T09:42:33.000"
"3324","81927","19019","5876","1831","12","39","468","2008-01-05T10:07:23.000"
"3325","73954","6737","8582","1831","8","149","1192","2008-01-05T09:52:06.000"
"3326","84036","1368","5752","1831","18","93","1674","2008-01-05T10:42:29.000"
"3327","77751","11916","76","1831","6","489","2934","2008-01-05T09:45:53.000"
"3328","86043","49380","6752","1831","22","230","5060","2008-01-05T07:47:14.000"
"3329","80036","28536","4643","1831","20","53","1060","2008-01-05T09:49:27.000"
"3330","86150","9766","5889","1831","16","275","4400","2008-01-05T02:05:44.000"
"3331","83781","7457","5990","1831","9","104","936","2008-01-05T02:20:50.000"
"3332","86356","40458","8449","1831","24","376","9024","2008-01-05T04:37:38.000"
"3333","85391","26509","1724","1831","20","268","5360","2008-01-05T12:43:25.000"
"3334","86690","39893","4248","1831","8","227","1816","2008-01-05T06:26:02.000"
"3335","87996","23933","5092","1831","2","175","350","2008-01-05T04:19:50.000"
"3336","87946","42435","3820","1831","7","20","140","2008-01-05T12:09:37.000"
"3337","91290","39572","2693","1831","22","189","4158","2008-01-05T01:20:47.000"
"3338","88927","12612","1924","1831","3","76","228","2008-01-05T08:50:04.000"
"3339","92701","6626","8719","1831","10","240","2400","2008-01-05T02:00:51.000"
"3340","91142","29659","5668","1831","8","213","1704","2008-01-05T02:16:41.000"
"3341","92811","16780","970","1831","8","165","1320","2008-01-05T01:12:04.000"
"3342","93725","38615","5696","1831","10","423","4230","2008-01-05T09:09:50.000"
"3343","92886","2669","6627","1831","18","67","1206","2008-01-05T03:13:53.000"
"3344","95134","27653","2850","1831","10","467","4670","2008-01-05T07:19:15.000"
"3345","95568","26582","1668","1831","1","440","440","2008-01-05T08:14:35.000"
"3346","96817","5602","1201","1831","22","33","726","2008-01-05T08:36:36.000"
"3347","99855","934","3474","1831","5","59","295","2008-01-05T03:18:43.000"
"3348","97071","8458","313","1831","14","182","2548","2008-01-05T03:03:58.000"
"3349","104403","17754","6163","1831","1","137","137","2008-01-05T08:00:32.000"
"3350","98238","49636","3023","1831","8","46","368","2008-01-05T03:20:40.000"
"3351","105591","6807","3724","1831","22","481","10582","2008-01-05T11:13:33.000"
"3352","99172","24148","8614","1831","22","192","4224","2008-01-05T12:05:53.000"
"3353","107655","27100","4679","1831","4","145","580","2008-01-05T12:17:31.000"
"3354","100202","2108","8260","1831","20","58","1160","2008-01-05T07:31:45.000"
"3355","109022","27054","5936","1831","7","248","1736","2008-01-05T07:28:00.000"
"3356","101569","39487","89","1831","22","444","9768","2008-01-05T07:29:32.000"
"3357","115884","44907","2832","1831","2","231","462","2008-01-05T12:08:40.000"
"3358","104359","35492","6364","1831","24","139","3336","2008-01-05T12:42:36.000"
"3359","117020","42160","8359","1831","9","416","3744","2008-01-05T04:22:43.000"
"3360","106738","11537","48","1831","5","135","675","2008-01-05T07:21:35.000"
"3361","119554","43428","8182","1831","10","182","1820","2008-01-05T01:08:01.000"
"3362","107119","39198","1673","1831","4","444","1776","2008-01-05T12:34:01.000"
"3363","121890","31571","5362","1831","24","340","8160","2008-01-05T05:43:09.000"
"3364","111247","31746","6764","1831","14","469","6566","2008-01-05T11:13:17.000"
"3365","122441","28639","2097","1831","5","276","1380","2008-01-05T02:27:07.000"
"3366","111291","2483","5653","1831","9","64","576","2008-01-05T08:18:49.000"
"3367","123763","48498","1454","1831","16","353","5648","2008-01-05T05:11:54.000"
"3368","111703","1808","3223","1831","10","490","4900","2008-01-05T02:13:04.000"
"3369","125939","46259","1413","1831","14","285","3990","2008-01-05T02:19:47.000"
"3370","113619","47219","4679","1831","8","170","1360","2008-01-05T02:39:06.000"
"3371","126409","20056","3620","1831","22","235","5170","2008-01-05T09:11:09.000"
"3372","114762","26473","6639","1831","24","147","3528","2008-01-05T06:45:13.000"
"3373","128838","35145","3900","1831","6","205","1230","2008-01-05T02:45:57.000"
"3374","123927","40187","1162","1831","3","324","972","2008-01-05T10:20:17.000"
"3375","129970","49970","3837","1831","3","67","201","2008-01-05T01:06:02.000"
"3376","129799","39398","8098","1831","8","153","1224","2008-01-05T04:57:37.000"
"3377","134249","14891","6108","1831","18","147","2646","2008-01-05T01:58:56.000"
"3378","130673","41897","2526","1831","10","252","2520","2008-01-05T05:16:17.000"
"3379","138571","33413","8021","1831","4","421","1684","2008-01-05T10:11:26.000"
"3380","131255","23775","3717","1831","24","298","7152","2008-01-05T09:59:46.000"
"3381","142482","6443","7784","1831","3","453","1359","2008-01-05T08:26:55.000"
"3382","135666","15202","2328","1831","1","140","140","2008-01-05T04:02:20.000"
"3383","148889","38546","3002","1831","9","350","3150","2008-01-05T03:55:22.000"
